Flight,Time,Length,Airline,AirportFrom,AirportTo,DayOfWeek,Class
4437.0,480.0,120.0,MQ,LGA,CMH,7,0
29.0,630.0,370.0,HA,SEA,OGG,3,0
1233.0,1175.0,60.0,WN,BWI,PIT,3,1
10.0,1365.0,317.0,AS,SEA,MCO,2,0
1070.0,590.0,60.0,WN,STL,MDW,4,1
1529.0,925.0,156.0,CO,CLE,TPA,6,0
6504.0,708.0,141.0,OO,MCI,IAD,5,1
230.0,592.0,107.0,US,SJC,PHX,3,0
843.0,847.0,240.0,UA,LAX,ORD,3,1
692.0,665.0,173.0,CO,EWR,MCO,5,0
1534.0,745.0,155.0,AA,DFW,DTW,3,0
522.0,390.0,345.0,US,EWR,PHX,6,0
137.0,1025.0,345.0,CO,LAX,OGG,7,1
3373.0,495.0,80.0,MQ,CRP,DFW,5,0
5150.0,890.0,85.0,EV,ATL,JAN,2,0
1512.0,885.0,131.0,DL,ATL,ORD,5,1
1830.0,1160.0,,CO,IAH,PBI,4,1
1249.0,410.0,200.0,DL,PWM,ATL,5,1
1842.0,,260.0,AA,LAS,MIA,2,0
6346.0,676.0,102.0,OO,DEN,MOT,7,0
98.0,59.0,213.0,B6,DEN,JFK,2,0
2914.0,723.0,92.0,YV,BFL,PHX,2,0
1309.0,830.0,235.0,AA,DFW,SFO,2,1
6937.0,1049.0,93.0,OO,DEN,DSM,5,1
3034.0,660.0,127.0,XE,COS,IAH,1,0
1122.0,805.0,,B6,FLL,RIC,4,1
67.0,,365.0,UA,LAX,LIH,4,1
3711.0,755.0,115.0,9E,SWF,DTW,7,1
1150.0,1020.0,50.0,WN,TPA,JAX,1,0
677.0,436.0,97.0,UA,SFO,SNA,1,0
2173.0,720.0,71.0,US,LGA,DCA,3,1
4830.0,785.0,82.0,OO,MSO,SLC,7,0
3757.0,515.0,105.0,9E,DTW,RST,5,0
324.0,910.0,,WN,MDW,FLL,1,1
788.0,1099.0,110.0,F9,LAS,DEN,6,0
1099.0,,70.0,WN,BUR,OAK,1,0
1285.0,1076.0,110.0,DL,ATL,PBI,5,0
619.0,807.0,127.0,UA,DCA,ORD,5,0
3137.0,1195.0,129.0,XE,IAH,LEX,1,1
3690.0,,175.0,MQ,MIA,CLE,5,0
6462.0,,141.0,OH,MEM,PHL,4,0
417.0,1350.0,,AA,DFW,AUS,2,1
2853.0,,120.0,WN,MCO,BNA,4,1
1479.0,570.0,234.0,DL,MEM,LAS,1,1
343.0,1195.0,170.0,AA,ORD,AUS,1,1
1014.0,899.0,81.0,B6,JFK,BOS,3,0
370.0,819.0,32.0,HA,OGG,KOA,7,0
3955.0,430.0,60.0,MQ,ORD,CID,4,0
723.0,1000.0,65.0,WN,BWI,RDU,4,1
303.0,725.0,183.0,US,DEN,CLT,4,0
1402.0,1155.0,113.0,US,RSW,CLT,4,0
1124.0,1205.0,110.0,US,CLT,LGA,1,1
845.0,1259.0,155.0,B6,IAD,FLL,7,1
661.0,1255.0,195.0,,DFW,ONT,3,0
2882.0,1205.0,65.0,MQ,LBB,DFW,3,1
1423.0,1145.0,,WN,BWI,ORF,4,1
3641.0,1045.0,160.0,MQ,MIA,CMH,3,0
410.0,1305.0,135.0,AA,MIA,BNA,4,0
415.0,1270.0,,US,PHX,SFO,7,1
817.0,450.0,120.0,US,ORD,PHL,6,1
3006.0,675.0,45.0,MQ,SAN,LAX,1,0
5574.0,660.0,108.0,EV,ATL,CAK,1,1
2051.0,870.0,208.0,,MSP,LAS,4,0
3989.0,950.0,146.0,9E,ATL,OKC,1,0
1592.0,479.0,173.0,,EWR,MCO,1,1
3005.0,1350.0,45.0,MQ,LAX,SAN,3,0
2337.0,405.0,107.0,XE,GSP,EWR,5,0
7108.0,330.0,,EV,PWM,IAD,3,0
3320.0,560.0,95.0,,SFO,LAS,7,0
2284.0,490.0,80.0,WN,BUR,PHX,7,1
46.0,735.0,176.0,DL,BOS,ATL,7,0
3832.0,1035.0,75.0,9E,MSP,GFK,1,1
4731.0,790.0,103.0,OO,MFR,SLC,3,0
2791.0,1165.0,66.0,YV,LAS,FAT,6,1
1010.0,400.0,137.0,DL,SAT,ATL,2,1
5469.0,855.0,67.0,EV,MEM,MGM,4,0
738.0,360.0,70.0,FL,MSP,MKE,3,0
2594.0,1160.0,88.0,XE,IAH,OKC,5,1
1922.0,365.0,156.0,US,RSW,PHL,3,1
1392.0,540.0,125.0,WN,PDX,LAS,1,0
4965.0,829.0,91.0,EV,SDF,ATL,5,1
3815.0,485.0,160.0,MQ,ORD,DEN,7,1
857.0,570.0,90.0,UA,LAX,SFO,7,1
3682.0,1240.0,155.0,MQ,MIA,MEM,4,1
1559.0,,169.0,US,PHL,FLL,1,0
952.0,1035.0,90.0,WN,SJC,LAS,7,0
1255.0,665.0,131.0,FL,TPA,IND,3,0
23.0,930.0,,AS,ORD,SEA,6,0
405.0,626.0,,UA,LGA,DEN,1,1
1280.0,380.0,215.0,AA,SJC,DFW,1,0
1956.0,1130.0,150.0,WN,SAT,PHX,4,1
511.0,605.0,165.0,US,PHX,OMA,5,0
2404.0,618.0,,DL,LAX,SLC,4,1
6421.0,385.0,131.0,OH,EWR,CVG,4,1
872.0,620.0,365.0,AS,ANC,OGG,6,0
1522.0,1180.0,118.0,DL,DTW,BOS,6,0
6568.0,519.0,82.0,OO,ACV,SFO,4,0
2652.0,920.0,159.0,DL,TPA,LGA,5,0
2060.0,,245.0,AA,SEA,ORD,6,1
4493.0,620.0,155.0,MQ,STL,JFK,4,1
1630.0,735.0,180.0,AA,DFW,LAS,6,1
1935.0,420.0,81.0,,BUF,PHL,3,0
297.0,995.0,365.0,AA,LAX,HNL,5,1
1552.0,,,WN,SMF,SAN,6,0
4479.0,395.0,195.0,OO,MEM,SLC,4,1
1001.0,530.0,200.0,WN,PDX,MCI,2,1
6632.0,608.0,107.0,OO,DEN,SGF,4,1
3964.0,365.0,90.0,9E,ALB,JFK,1,1
6363.0,675.0,105.0,OH,IAD,CVG,6,0
4264.0,1320.0,65.0,9E,MSP,FSD,3,1
1205.0,650.0,70.0,WN,SJC,LAX,6,1
1742.0,1200.0,112.0,DL,SLC,GEG,1,1
4531.0,370.0,97.0,OO,FCA,SLC,6,0
329.0,765.0,155.0,AA,LGA,ORD,2,1
1162.0,1065.0,140.0,WN,PHL,MDW,3,1
7268.0,422.0,144.0,YV,CHS,ORD,7,0
2669.0,660.0,136.0,DL,DCA,MCO,1,0
56.0,559.0,76.0,,JFK,BTV,2,1
6365.0,961.0,48.0,OO,ORD,MSN,5,0
5507.0,,102.0,EV,CHO,ATL,1,0
691.0,940.0,,,RIC,ATL,7,1
2379.0,790.0,,WN,SMF,PDX,5,1
2907.0,1165.0,,XE,IAH,LFT,2,0
169.0,760.0,31.0,,KOA,OGG,3,0
5455.0,645.0,88.0,EV,ATL,SDF,3,0
2589.0,540.0,148.0,DL,ATL,MCI,3,0
732.0,1125.0,195.0,CO,IAH,LGA,2,1
742.0,835.0,70.0,WN,SAN,PHX,1,1
4260.0,550.0,123.0,9E,RDU,BOS,2,0
921.0,1145.0,165.0,WN,BWI,RSW,5,1
2774.0,1113.0,,XE,DAY,EWR,3,1
6379.0,360.0,88.0,OH,BOS,JFK,5,0
2024.0,,,AA,DFW,BNA,5,0
381.0,587.0,280.0,UA,ORD,SMF,2,1
5413.0,390.0,138.0,EV,ATW,ATL,5,1
623.0,1080.0,119.0,US,PHX,OAK,7,1
5370.0,1320.0,,EV,DCA,BDL,3,0
2696.0,1180.0,,DL,MIA,DCA,3,0
6454.0,,70.0,OO,ORD,DTW,7,0
1013.0,,70.0,WN,DAL,AMA,1,1
151.0,360.0,187.0,CO,RDU,IAH,2,0
4643.0,523.0,188.0,OO,SLC,MEM,7,0
415.0,560.0,,AA,MSP,ORD,3,1
5302.0,655.0,114.0,EV,ATL,MDT,7,0
229.0,,225.0,CO,DEN,EWR,2,1
1300.0,1210.0,80.0,AA,DFW,MEM,2,1
1215.0,1155.0,165.0,WN,DEN,SJC,4,1
2583.0,930.0,125.0,,DFW,DEN,1,0
630.0,615.0,,AS,SEA,PHX,5,1
444.0,435.0,165.0,AA,SAT,ORD,5,1
2862.0,1410.0,315.0,DL,LAX,JFK,4,0
1556.0,930.0,60.0,WN,BWI,PIT,6,1
6742.0,572.0,103.0,OH,SYR,DTW,5,1
237.0,1090.0,109.0,B6,SLC,LGB,4,0
379.0,814.0,141.0,DL,BUF,ATL,1,1
5150.0,940.0,90.0,EV,JAN,ATL,7,1
851.0,540.0,379.0,AS,SEA,HNL,2,1
449.0,,320.0,CO,SFO,EWR,4,1
369.0,765.0,110.0,AA,DFW,ABQ,3,1
194.0,1431.0,,US,PHX,SAN,7,0
2004.0,770.0,190.0,DL,FLL,DTW,1,1
858.0,1010.0,165.0,WN,DEN,OAK,5,1
775.0,980.0,,WN,MDW,LAS,5,1
1007.0,1071.0,,DL,MCI,ATL,6,1
711.0,615.0,344.0,B6,JFK,LAS,5,0
6501.0,692.0,124.0,OO,TUS,DEN,5,1
1255.0,990.0,260.0,AA,DFW,SEA,7,1
4983.0,1023.0,156.0,EV,HPN,ATL,5,0
54.0,420.0,143.0,,MCO,JFK,6,0
3983.0,725.0,58.0,9E,DTW,CMH,3,0
670.0,450.0,309.0,B6,LAX,JFK,2,1
2409.0,1092.0,124.0,XE,CLE,MCI,2,1
3815.0,,90.0,9E,PNS,MEM,1,0
4209.0,990.0,90.0,MQ,CLE,ORD,4,1
2816.0,730.0,130.0,XE,IAH,MCO,2,0
676.0,1260.0,311.0,B6,LAX,JFK,2,1
2624.0,1100.0,131.0,YV,CLT,PWM,4,1
873.0,680.0,115.0,WN,SMF,SEA,5,1
43.0,967.0,183.0,B6,JFK,MCO,2,1
2579.0,,65.0,WN,LAS,SNA,6,1
1964.0,975.0,250.0,WN,MKE,LAS,2,1
6270.0,,94.0,OH,CVG,ORF,1,1
1701.0,510.0,65.0,WN,PHX,LAS,7,0
468.0,,65.0,WN,GEG,BOI,3,0
6973.0,527.0,72.0,OO,GEG,SEA,6,0
76.0,795.0,134.0,AS,JNU,SEA,5,1
80.0,723.0,155.0,DL,MCO,JFK,4,0
501.0,470.0,136.0,FL,MKE,LGA,3,0
2979.0,768.0,124.0,XE,MCI,IAH,4,0
4486.0,865.0,,OO,MEM,DSM,1,0
1584.0,820.0,315.0,DL,SNA,JFK,5,1
5986.0,489.0,,XE,ORD,FAR,2,0
1538.0,1220.0,99.0,DL,ATL,DCA,3,1
5206.0,811.0,58.0,,CHA,ATL,3,1
5232.0,1221.0,46.0,EV,ATL,CHA,3,1
6601.0,1175.0,111.0,OH,MCO,RDU,4,1
2089.0,585.0,242.0,DL,MSP,SNA,5,1
1648.0,405.0,185.0,AA,SNA,DFW,1,0
1260.0,775.0,86.0,B6,IAD,BOS,5,0
3236.0,715.0,50.0,MQ,GRK,DFW,4,1
5943.0,1205.0,,XE,ORD,PIA,3,0
995.0,,130.0,FL,MKE,BOS,2,1
5612.0,370.0,68.0,EV,MEI,ATL,4,0
3121.0,885.0,85.0,XE,LIT,IAH,4,1
429.0,,141.0,CO,TUS,IAH,4,1
1134.0,1200.0,155.0,AA,DFW,FLL,4,0
1141.0,580.0,65.0,WN,LBB,DAL,4,1
2515.0,380.0,160.0,AA,STL,MIA,4,0
1718.0,675.0,85.0,DL,ATL,RDU,3,0
370.0,385.0,105.0,WN,PDX,SJC,5,0
407.0,405.0,65.0,AA,ORD,STL,4,0
1080.0,360.0,108.0,B6,CLT,JFK,1,0
4450.0,810.0,51.0,OO,IDA,SLC,2,0
626.0,530.0,128.0,AS,PDX,LAS,3,0
735.0,355.0,,B6,JFK,BQN,3,1
1538.0,1335.0,,US,CLT,BOS,5,1
1120.0,882.0,176.0,B6,FLL,BUF,4,1
6364.0,1225.0,82.0,,CVG,MDT,2,0
4449.0,360.0,84.0,OO,LAX,SFO,2,0
520.0,670.0,50.0,WN,RSW,MCO,2,0
722.0,960.0,123.0,US,ORD,PHL,5,0
600.0,360.0,143.0,AS,SEA,LAS,5,0
2516.0,965.0,62.0,XE,CLE,ROC,2,0
957.0,1255.0,320.0,,LAX,ANC,1,0
6524.0,1230.0,101.0,OH,JFK,DCA,6,0
4844.0,1025.0,99.0,OO,SLC,RAP,6,0
2994.0,975.0,114.0,DL,PBI,ATL,4,1
657.0,1320.0,110.0,AA,DFW,ABQ,3,0
851.0,390.0,120.0,AA,TUL,ORD,5,0
1628.0,375.0,138.0,,MCO,PHL,7,0
2865.0,890.0,85.0,MQ,DFW,MHK,7,1
809.0,450.0,90.0,WN,PHL,RDU,3,0
1189.0,1070.0,294.0,DL,BWI,SLC,4,0
475.0,405.0,255.0,CO,SJU,EWR,7,0
618.0,,105.0,F9,PHX,DEN,3,0
1847.0,775.0,105.0,WN,TPA,RDU,2,1
874.0,580.0,55.0,,HRL,SAT,5,0
4604.0,1265.0,100.0,MQ,LGA,RDU,5,0
831.0,700.0,,WN,SAT,PHX,4,0
4039.0,455.0,85.0,,GSP,ATL,2,1
2882.0,1205.0,65.0,MQ,LBB,DFW,5,1
533.0,1330.0,190.0,AA,DFW,SAN,3,0
1876.0,866.0,153.0,DL,MCO,LGA,3,0
2129.0,510.0,60.0,WN,BUR,LAS,6,0
4437.0,480.0,120.0,MQ,LGA,CMH,6,0
1991.0,575.0,141.0,US,PHL,ORD,1,0
1047.0,1188.0,151.0,US,CLT,MCI,2,1
6232.0,513.0,88.0,OO,LAS,FAT,6,0
5268.0,1065.0,78.0,EV,DTW,ELM,4,1
1005.0,441.0,75.0,B6,BOS,JFK,3,1
1653.0,620.0,135.0,WN,BWI,BHM,1,1
4079.0,825.0,110.0,9E,MEM,IAH,1,0
453.0,912.0,251.0,UA,BWI,DEN,5,0
750.0,531.0,,UA,ORD,BWI,3,0
1566.0,785.0,,WN,DAL,MCI,7,1
269.0,1210.0,160.0,WN,MCO,ALB,7,1
1319.0,,70.0,WN,SAN,LAS,3,1
5279.0,834.0,136.0,EV,DTW,JAN,3,1
1108.0,575.0,130.0,DL,DTW,MSP,1,0
254.0,480.0,,US,PHX,PHL,6,0
530.0,1260.0,82.0,FL,ATL,MEM,5,0
523.0,855.0,185.0,WN,TUL,LAS,1,0
2173.0,720.0,71.0,US,LGA,DCA,2,1
5316.0,360.0,44.0,EV,CSG,ATL,3,0
5205.0,970.0,76.0,EV,ATL,MYR,5,0
822.0,992.0,81.0,CO,MSY,IAH,5,1
30.0,420.0,,AS,PDX,BOS,4,0
2610.0,,113.0,YV,CLT,EWR,7,1
2152.0,1080.0,89.0,DL,JAX,ATL,2,1
2144.0,1020.0,,XE,EWR,ROC,2,1
5206.0,771.0,46.0,EV,ATL,CHA,7,1
1696.0,577.0,150.0,DL,ATL,BDL,4,1
161.0,,291.0,UA,SEA,IAD,2,0
310.0,975.0,110.0,WN,SLC,GEG,7,1
1961.0,,75.0,WN,PHL,MHT,6,1
2729.0,735.0,50.0,MQ,DFW,ABI,2,0
2618.0,600.0,92.0,YV,CLT,SDF,1,1
2188.0,775.0,90.0,XE,RIC,EWR,1,1
2042.0,1145.0,145.0,DL,ATL,EWR,5,0
2426.0,595.0,95.0,WN,JAX,BNA,6,0
2178.0,,,XE,RDU,IAH,3,0
3044.0,1250.0,68.0,OO,MKE,DSM,5,0
5925.0,660.0,96.0,XE,ORD,FSD,2,0
730.0,680.0,250.0,AS,SEA,IAH,3,1
123.0,1265.0,88.0,FL,ATL,TPA,7,1
3954.0,545.0,55.0,MQ,ORD,GRB,1,1
4264.0,,157.0,9E,BUF,MSP,1,0
427.0,,307.0,CO,SAN,EWR,1,1
1956.0,1130.0,150.0,WN,SAT,PHX,7,1
430.0,1245.0,335.0,US,PHL,LAS,1,0
2967.0,845.0,80.0,MQ,DFW,BTR,3,0
289.0,900.0,139.0,,ATL,HOU,6,0
922.0,360.0,107.0,UA,ORD,IAD,4,0
1911.0,875.0,,DL,IAD,ATL,1,1
770.0,910.0,70.0,WN,PHX,SAN,1,1
422.0,640.0,173.0,B6,PBI,BOS,5,0
710.0,1100.0,,WN,SJC,AUS,1,0
1874.0,575.0,200.0,AA,DFW,EWR,1,1
219.0,883.0,375.0,UA,IAD,SFO,7,1
3832.0,490.0,70.0,WN,BWI,BDL,4,0
2635.0,485.0,109.0,DL,IND,ATL,6,0
6716.0,360.0,109.0,OO,PDX,SFO,4,1
258.0,1140.0,105.0,WN,LAX,SLC,3,1
506.0,1123.0,,FL,LGA,MKE,4,0
2446.0,1010.0,83.0,XE,IAH,OKC,7,1
209.0,,368.0,B6,JFK,LGB,1,1
4955.0,640.0,74.0,EV,MOB,ATL,3,0
2969.0,1255.0,50.0,MQ,DFW,ABI,7,0
2381.0,1165.0,160.0,WN,LGA,MDW,1,1
7004.0,567.0,66.0,OO,SBP,SFO,4,1
1407.0,,146.0,FL,CAK,MCO,6,0
2723.0,895.0,65.0,MQ,AMA,DFW,3,0
2939.0,1205.0,175.0,XE,EWR,JAX,4,0
2398.0,945.0,220.0,DL,RSW,MSP,2,1
6648.0,710.0,,OH,CRW,DTW,7,0
6529.0,825.0,47.0,OO,ORD,MSN,3,1
1258.0,645.0,,DL,ATL,JAX,3,0
899.0,,140.0,WN,OAK,DEN,1,1
3801.0,855.0,116.0,9E,MEM,CLE,5,0
6507.0,1046.0,146.0,OO,SJC,DEN,4,1
2868.0,995.0,140.0,MQ,MLI,DFW,2,1
4244.0,390.0,90.0,9E,ATW,DTW,6,0
6839.0,870.0,45.0,OO,ASE,DEN,6,0
142.0,547.0,273.0,DL,SFO,DTW,4,1
2191.0,1260.0,74.0,US,LGA,DCA,3,1
3485.0,390.0,100.0,WN,CLE,BNA,3,0
7253.0,761.0,,YV,SBN,ORD,7,1
2832.0,990.0,170.0,WN,MDW,HOU,5,1
2549.0,510.0,295.0,DL,MEM,SEA,1,0
3724.0,360.0,115.0,9E,ABE,DTW,2,1
7.0,415.0,65.0,WN,LBB,DAL,2,0
2692.0,1140.0,189.0,,PHX,MSP,3,1
1478.0,795.0,109.0,,PHX,DEN,7,1
7328.0,575.0,83.0,EV,ATL,GSO,3,1
4711.0,800.0,75.0,OO,MSP,GFK,5,1
388.0,449.0,247.0,,TPA,DEN,1,0
589.0,800.0,210.0,AA,RIC,DFW,4,0
2054.0,,75.0,DL,PNS,ATL,3,0
2373.0,690.0,225.0,WN,HOU,LAX,5,1
2944.0,420.0,107.0,DL,DTW,EWR,3,1
1880.0,1360.0,,DL,SFO,ATL,6,0
2060.0,960.0,122.0,DL,MIA,ATL,7,1
2316.0,921.0,139.0,XE,IAH,COS,3,1
6439.0,990.0,,OH,CVG,IAH,4,0
2986.0,775.0,67.0,YV,PSP,PHX,2,1
2662.0,,111.0,YV,STL,CLT,3,0
2102.0,495.0,75.0,WN,SJC,SNA,2,0
3494.0,1225.0,55.0,WN,AUS,DAL,5,1
122.0,931.0,95.0,FL,TPA,ATL,3,0
1600.0,1095.0,100.0,WN,BOS,BWI,2,1
1684.0,505.0,115.0,US,FLL,CLT,6,1
6817.0,463.0,136.0,OO,BUR,DEN,7,1
629.0,745.0,228.0,CO,DEN,EWR,3,1
2740.0,845.0,200.0,WN,TUS,MDW,6,1
2586.0,,215.0,DL,SLC,ATL,6,1
453.0,610.0,81.0,FL,MSY,ATL,2,0
6908.0,,60.0,OO,ORD,DAY,7,1
1516.0,725.0,112.0,DL,ATL,MIA,6,1
602.0,590.0,80.0,US,PHX,LAS,1,0
1399.0,1170.0,73.0,DL,BOS,LGA,3,0
6479.0,950.0,229.0,OO,PIT,DEN,3,0
3977.0,580.0,65.0,MQ,ORD,CID,3,0
187.0,384.0,365.0,UA,IAD,SFO,6,0
4250.0,750.0,145.0,9E,IND,JFK,2,1
1090.0,1259.0,139.0,FL,MCO,IND,4,1
240.0,345.0,55.0,CO,AUS,IAH,4,0
3388.0,975.0,155.0,MQ,TYS,DFW,3,1
3749.0,1135.0,,,BOS,RDU,4,1
5605.0,505.0,85.0,EV,ATL,MOB,2,0
1533.0,1270.0,55.0,CO,IAH,AUS,4,1
2025.0,480.0,,US,BOS,DCA,6,1
37.0,830.0,343.0,UA,SFO,OGG,6,0
3730.0,1115.0,170.0,,EWR,ORD,3,1
1293.0,875.0,150.0,FL,MCO,GRR,3,0
2763.0,895.0,75.0,WN,SNA,SJC,5,1
1012.0,1140.0,134.0,FL,TPA,DAY,5,0
2882.0,850.0,55.0,WN,JAX,TPA,2,1
18.0,525.0,321.0,AS,SEA,MCO,2,0
504.0,584.0,166.0,B6,FLL,EWR,3,0
66.0,807.0,101.0,DL,TPA,ATL,7,1
668.0,920.0,170.0,WN,MDW,AUS,2,1
978.0,1000.0,80.0,,SFO,SNA,7,1
165.0,1235.0,260.0,WN,HOU,OAK,4,1
794.0,690.0,365.0,WN,BOS,PHX,2,1
2683.0,419.0,159.0,DL,DCA,MIA,5,0
5279.0,616.0,118.0,EV,MCI,DTW,3,1
4193.0,1175.0,135.0,MQ,RIC,ORD,3,1
912.0,375.0,85.0,WN,OAK,SNA,2,0
1508.0,1110.0,,AA,SNA,DFW,2,0
846.0,785.0,101.0,US,CLT,PHL,1,0
530.0,1080.0,,AA,STL,DFW,2,0
2896.0,965.0,104.0,YV,PHX,DRO,1,0
452.0,490.0,55.0,WN,DAL,AUS,1,1
723.0,1425.0,,B6,JFK,BQN,7,1
4606.0,850.0,177.0,OO,SAT,SLC,2,1
6243.0,555.0,40.0,OO,CLD,LAX,7,0
343.0,710.0,37.0,HA,HNL,LIH,2,0
3037.0,995.0,40.0,MQ,LAX,SBA,4,1
1885.0,470.0,180.0,US,PHL,FLL,5,0
1757.0,530.0,146.0,B6,FLL,SJU,1,0
843.0,909.0,,FL,ATL,MCO,5,1
4265.0,915.0,100.0,MQ,SGF,ORD,2,0
5958.0,360.0,137.0,XE,BHM,ORD,2,0
6887.0,1075.0,80.0,OO,LAS,LAX,2,0
744.0,1035.0,210.0,AA,DFW,LGA,3,1
6288.0,813.0,68.0,OO,MRY,LAX,6,1
3299.0,1250.0,70.0,MQ,DFW,MAF,4,0
1950.0,360.0,122.0,DL,SEA,SLC,2,0
33.0,475.0,,AA,JFK,LAX,1,1
344.0,620.0,75.0,WN,ONT,OAK,1,0
4670.0,1058.0,154.0,OO,TUL,SLC,7,0
6476.0,927.0,,OO,SEA,LAX,5,0
2623.0,965.0,89.0,YV,CLT,CVG,7,1
120.0,450.0,,AS,ANC,SEA,4,0
1200.0,600.0,160.0,DL,ATL,BOS,1,0
3017.0,380.0,119.0,XE,VPS,IAH,1,1
665.0,1140.0,77.0,US,SNA,PHX,3,0
2385.0,1013.0,82.0,XE,BRO,IAH,2,0
701.0,1144.0,77.0,UA,DEN,ABQ,2,0
517.0,450.0,230.0,AA,DFW,SJC,2,1
1149.0,1012.0,353.0,DL,LAX,HNL,1,1
1456.0,1027.0,61.0,CO,AUS,IAH,4,1
6444.0,,57.0,OO,SMX,LAX,7,1
2821.0,405.0,87.0,YV,LGB,PHX,7,0
2324.0,,117.0,DL,ATL,BWI,1,0
4484.0,1180.0,75.0,OO,LAS,LAX,6,0
1926.0,838.0,120.0,DL,FLL,ATL,1,1
2304.0,770.0,66.0,XE,IAH,GPT,6,0
246.0,,156.0,CO,IAH,ORD,4,1
449.0,685.0,320.0,CO,SFO,EWR,1,1
5898.0,868.0,80.0,XE,CLE,IAD,2,1
3653.0,705.0,155.0,MQ,MIA,SDF,5,0
1728.0,1010.0,293.0,DL,LAS,JFK,1,0
2739.0,1005.0,75.0,MQ,DFW,MAF,2,1
6424.0,1005.0,93.0,OH,DFW,MEM,4,0
4991.0,505.0,115.0,EV,ATL,MDT,4,0
676.0,1095.0,140.0,AA,DFW,CLT,7,0
1794.0,770.0,60.0,AA,DFW,AUS,5,1
1586.0,1334.0,93.0,US,CLT,PHL,6,0
3010.0,755.0,290.0,WN,BNA,LAX,5,1
1543.0,885.0,130.0,WN,MCO,BWI,6,1
4511.0,835.0,65.0,MQ,LGA,BOS,4,0
1496.0,550.0,121.0,DL,DEN,MSP,3,0
990.0,530.0,144.0,US,IAH,CLT,1,0
4117.0,,93.0,9E,OKC,MEM,3,0
3988.0,812.0,53.0,9E,MBS,DTW,3,0
1151.0,1060.0,330.0,DL,SFO,HNL,5,1
5431.0,410.0,137.0,EV,MSN,ATL,3,0
1456.0,615.0,142.0,US,DCA,MCO,4,0
1273.0,925.0,50.0,WN,DAL,OKC,7,1
1557.0,645.0,175.0,WN,HOU,PHX,1,1
2021.0,920.0,275.0,AA,ORD,SJU,6,1
6232.0,513.0,88.0,OO,LAS,FAT,5,0
4751.0,,73.0,OO,BOI,SLC,4,0
4690.0,463.0,107.0,OO,LAX,SLC,7,1
756.0,650.0,148.0,UA,DEN,IAH,3,0
1926.0,445.0,122.0,,MCO,DCA,4,0
174.0,,65.0,,LAS,BUR,5,0
1775.0,,214.0,DL,MEM,PHX,5,1
1085.0,1140.0,95.0,,DFW,STL,2,0
1057.0,970.0,99.0,CO,LGA,CLE,3,0
2042.0,710.0,75.0,WN,LGA,BWI,7,0
890.0,575.0,65.0,AA,SAT,DFW,5,1
1623.0,518.0,67.0,CO,IAH,MSY,1,0
1880.0,,,DL,SFO,ATL,3,1
1323.0,421.0,144.0,DL,BOS,DTW,6,1
6276.0,1295.0,80.0,OO,ORD,PAH,4,1
3321.0,760.0,85.0,WN,SNA,OAK,7,1
1113.0,955.0,80.0,WN,ONT,SMF,3,1
4962.0,826.0,96.0,EV,ILM,ATL,3,1
755.0,1165.0,123.0,CO,IAH,ATL,1,0
1321.0,1015.0,170.0,AA,IAD,MIA,6,0
872.0,610.0,65.0,WN,LAS,SNA,4,0
1157.0,600.0,188.0,US,PHL,RSW,5,0
5014.0,330.0,132.0,EV,ICT,ATL,1,0
208.0,656.0,43.0,HA,HNL,KOA,1,1
4130.0,460.0,92.0,9E,DTW,ROC,1,1
5109.0,490.0,98.0,EV,BTR,ATL,5,0
5060.0,,55.0,EV,HSV,ATL,1,1
6679.0,1196.0,43.0,OO,SFO,MRY,2,0
702.0,680.0,135.0,WN,ABQ,STL,1,1
6949.0,597.0,53.0,OO,SFO,RNO,5,1
3998.0,325.0,75.0,9E,TLH,ATL,1,1
6365.0,617.0,80.0,OO,DEN,ICT,4,0
1023.0,821.0,92.0,DL,ATL,SRQ,7,0
526.0,745.0,135.0,AA,DFW,TPA,5,1
1646.0,621.0,149.0,CO,IAH,ORD,3,1
16.0,750.0,335.0,AA,SFO,JFK,3,0
341.0,390.0,140.0,WN,AUS,DEN,6,1
182.0,691.0,51.0,HA,HNL,ITO,6,0
607.0,695.0,74.0,B6,PWM,JFK,7,0
6624.0,1309.0,139.0,,DEN,RNO,1,0
1483.0,915.0,195.0,AA,RDU,DFW,4,0
2938.0,990.0,170.0,WN,MCO,MDW,6,0
2753.0,1160.0,200.0,XE,EWR,LIT,4,1
3705.0,1100.0,135.0,MQ,DCA,ORD,6,0
3679.0,1160.0,82.0,9E,DTW,IND,1,1
413.0,785.0,142.0,,DEN,LAX,2,0
3150.0,625.0,67.0,XE,BTR,IAH,6,0
1187.0,1155.0,161.0,CO,EWR,ORD,4,0
454.0,1074.0,99.0,FL,ATL,MSY,3,1
7006.0,453.0,138.0,OO,PDX,LAX,1,0
2177.0,1200.0,75.0,WN,SMF,ONT,3,0
630.0,,180.0,UA,MSY,DEN,3,1
4070.0,935.0,95.0,MQ,ORD,BUF,7,0
6815.0,862.0,85.0,OO,CEC,SFO,5,1
1920.0,870.0,120.0,DL,MEM,MCO,6,0
3484.0,945.0,,WN,LAS,SEA,5,1
1121.0,1120.0,195.0,AA,DFW,SAN,6,0
3005.0,1350.0,45.0,MQ,LAX,SAN,1,0
2455.0,450.0,240.0,,ORD,PHX,7,0
2440.0,860.0,127.0,DL,TPA,DCA,7,0
